reference_probe,variant_probe,run,episode_index,reference_symbol,variant_symbol,reference_family,variant_family,same_symbol,same_family,reference_action,variant_action,same_action,reference_sehen_form_stability,variant_sehen_form_stability,sehen_form_stability_delta,reference_hoeren_energy_tone,variant_hoeren_energy_tone,hoeren_energy_tone_delta,reference_fuehlen_mcm_coherence,variant_fuehlen_mcm_coherence,fuehlen_mcm_coherence_delta,reference_fuehlen_mcm_tension,variant_fuehlen_mcm_tension,fuehlen_mcm_tension_delta,reference_reflection_context_alignment,variant_reflection_context_alignment,reflection_context_alignment_delta,reference_reflection_context_carry,variant_reflection_context_carry,reflection_context_carry_delta,reference_reflection_context_strain,variant_reflection_context_strain,reflection_context_strain_delta,reference_observation_learning_pressure,variant_observation_learning_pressure,observation_learning_pressure_delta,reference_observation_trade_readiness,variant_observation_trade_readiness,observation_trade_readiness_delta,sense_abs_delta_sum,semantic_state,passive_role,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate
25,22,2,17,dio_1lnolaa,dio_0hd3xl3,dio_1lno,dio_0hd3,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.079878,0.010404,0.980547,0.977634,-0.002913,0.432452,0.385869,-0.046583,0.721177,0.728176,0.006999,0.139344,0.139406,6.2e-05,0.295624,0.291698,-0.003926,0.639168,0.626538,-0.01263,0.008789,0.005253,-0.003536,0.087053,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,1,0,dio_0x52rrz,dio_1rv13no,dio_0x52,dio_1rv1,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.060904,-0.009678,0.980237,0.982947,0.00271,0.083062,0.074869,-0.008193,0.768418,0.76859,0.000172,0.142959,0.143493,0.000534,0.264821,0.26399,-0.000831,0.538898,0.539366,0.000468,0.0,0.0,0.0,0.022586,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,23,1,1,dio_1ull2yv,dio_09dpu7n,dio_1ull,dio_09dp,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,-0.003718,-0.112088,-0.230344,-0.201041,0.029303,0.104005,0.04695,-0.057055,0.877293,0.8754,-0.001893,0.067273,0.07245,0.005177,0.283924,0.277842,-0.006082,0.215145,0.228522,0.013377,0.0,0.0,0.0,0.224975,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,2,dio_15gsl67,dio_0z8culu,dio_15gs,dio_0z8c,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.302393,-0.109067,0.084791,0.11533,0.030539,0.378533,0.284058,-0.094475,0.831613,0.835232,0.003619,0.075778,0.081179,0.005401,0.305665,0.29629,-0.009375,0.318623,0.31852,-0.000103,0.0,0.0,0.0,0.252579,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,3,dio_05k373k,dio_0av4745,dio_05k3,dio_0av4,0,0,LONG,SHORT,0,0.0,0.0,0.0,0.391782,0.419762,0.02798,0.290301,0.282467,-0.007834,0.473297,0.459325,-0.013972,0.80091,0.805005,0.004095,0.08959,0.087748,-0.001842,0.310696,0.309911,-0.000785,0.410145,0.395284,-0.014861,0.0,0.0,0.0,0.071369,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,1,4,dio_0fvj36m,dio_0xt48ym,dio_0fvj,dio_0xt4,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.117845,0.091692,0.992677,0.967003,-0.025674,0.366009,0.358506,-0.007503,0.731928,0.735836,0.003908,0.139106,0.137685,-0.001421,0.290198,0.289869,-0.000329,0.623258,0.611545,-0.011713,0.0,0.0,0.0,0.14224,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,5,dio_1aqjtv9,dio_05c558f,dio_1aqj,dio_05c5,0,0,LONG,LONG,1,0.0,1.0,1.0,0.019383,-0.007128,-0.026511,0.394573,0.998004,0.603431,0.33943,0.363486,0.024056,0.802088,0.731406,-0.070682,0.096906,0.139562,0.042656,0.297515,0.289882,-0.007633,0.41372,0.62525,0.21153,0.0,0.0,0.0,1.986499,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,6,dio_04kxp8v,dio_0t5zs6v,dio_04kx,dio_0t5z,0,0,LONG,LONG,1,-1.0,0.0,1.0,-0.043626,-0.137216,-0.09359,-0.212215,0.36158,0.573795,0.145314,0.328031,0.182717,0.873472,0.806783,-0.066689,0.066158,0.095351,0.029193,0.287752,0.296884,0.009132,0.222222,0.399986,0.177764,0.0,0.0,0.0,2.13288,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,7,dio_1bwys3u,dio_1gv7zpv,dio_1bwy,dio_1gv7,0,0,SHORT,LONG,0,0.0,-1.0,-1.0,-0.003998,-0.062522,-0.058524,0.39888,-0.217506,-0.616386,0.272701,0.187588,-0.085113,0.793552,0.868371,0.074819,0.105582,0.065371,-0.040211,0.289809,0.291589,0.00178,0.450861,0.233755,-0.217106,0.0,0.0,0.0,2.093939,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,1,8,dio_19mpp0p,dio_0jhl21k,dio_19mp,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,0.017723,0.120916,0.371106,0.395038,0.023932,0.397911,0.283567,-0.114344,0.794075,0.794927,0.000852,0.096118,0.104151,0.008033,0.302761,0.291069,-0.011692,0.433069,0.444902,0.011833,0.0,0.0,0.0,0.291602,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,9,dio_1hs5sz6,dio_0azls62,dio_1hs5,dio_0azl,0,0,LONG,SHORT,0,-1.0,0.0,1.0,0.076494,-0.012087,-0.088581,-0.221418,0.396616,0.618034,0.197379,0.34155,0.144171,0.871281,0.796255,-0.075026,0.063332,0.099393,0.036061,0.292881,0.297147,0.004266,0.22284,0.432857,0.210017,0.0,0.0,0.0,2.176156,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,1,10,dio_1xfw0oi,dio_1hs5sz6,dio_1xfw,dio_1hs5,0,0,LONG,LONG,1,0.0,-1.0,-1.0,0.101606,0.1648,0.063194,0.37155,-0.246144,-0.617694,0.25108,0.233038,-0.018042,0.807312,0.873216,0.065904,0.100729,0.059703,-0.041026,0.289021,0.296777,0.007756,0.408177,0.212045,-0.196132,0.0,0.0,0.0,2.009748,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,11,dio_0qymuz6,dio_1dlu5r5,dio_0qym,dio_1dlu,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,0.076584,0.455571,0.293884,0.378557,0.084673,0.319175,0.190039,-0.129136,0.829067,0.809809,-0.019258,0.085439,0.104055,0.018616,0.298314,0.28299,-0.015324,0.327778,0.407769,0.079991,0.0,0.0,0.0,0.802569,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,12,dio_1noq62o,dio_1m86rcm,dio_1noq,dio_1m86,0,0,LONG,LONG,1,-1.0,0.0,1.0,-0.213477,-0.325397,-0.11192,-0.259774,0.308889,0.568663,0.170628,0.327018,0.15639,0.87081,0.824647,-0.046163,0.065165,0.086979,0.021814,0.290166,0.298654,0.008488,0.228409,0.341277,0.112868,0.0,0.0,0.0,2.026306,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,13,dio_1ektc46,dio_08l0huy,dio_1ekt,dio_08l0,0,0,LONG,LONG,1,0.0,-1.0,-1.0,-0.118815,-0.218964,-0.100149,0.366732,-0.26131,-0.628042,0.262296,0.206187,-0.056109,0.801762,0.865273,0.063511,0.102381,0.065085,-0.037296,0.289629,0.293267,0.003638,0.425268,0.242222,-0.183046,0.0,0.0,0.0,2.071791,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,14,dio_067m4e4,dio_0687v5x,dio_067m,dio_0687,0,0,LONG,LONG,1,1.0,0.0,-1.0,0.328103,-0.136624,-0.464727,0.908131,0.361745,-0.546386,0.568802,0.337855,-0.230947,0.723796,0.794031,0.070235,0.127496,0.100384,-0.027112,0.310378,0.296617,-0.013761,0.624849,0.441201,-0.183648,0.0,0.0,0.0,2.536816,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,15,dio_1215ovx,dio_00hav64,dio_1215,dio_00ha,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.168471,-0.215487,0.892492,0.952828,0.060336,0.465623,0.49007,0.024447,0.741591,0.724576,-0.017015,0.126802,0.133171,0.006369,0.301579,0.302276,0.000697,0.579292,0.632012,0.05272,0.0,0.0,0.0,0.377071,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,16,dio_1mrsgr3,dio_1qpi2c1,dio_1mrs,dio_1qpi,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.277501,0.068017,0.941344,0.9223,-0.019044,0.425898,0.350376,-0.075522,0.732228,0.748171,0.015943,0.134264,0.132373,-0.001891,0.296462,0.290346,-0.006116,0.615093,0.572091,-0.043002,0.0,0.0,0.0,0.229535,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,1,17,dio_1lnolaa,dio_12xngrd,dio_1lno,dio_12xn,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.200917,0.131443,0.980547,0.943743,-0.036804,0.432452,0.375396,-0.057056,0.724599,0.740042,0.015443,0.137539,0.134402,-0.003137,0.296287,0.292055,-0.004232,0.639168,0.595636,-0.043532,0.0,0.0,0.0,0.291647,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,2,0,dio_0x52rrz,dio_1rv13no,dio_0x52,dio_1rv1,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.060904,-0.009678,0.980237,0.982947,0.00271,0.083062,0.074869,-0.008193,0.765528,0.765697,0.000169,0.144477,0.145013,0.000536,0.264272,0.263441,-0.000831,0.538898,0.539366,0.000468,0.00741,0.007416,6e-06,0.022591,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,23,2,1,dio_1ull2yv,dio_09dpu7n,dio_1ull,dio_09dp,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,-0.003718,-0.112088,-0.230344,-0.201041,0.029303,0.104005,0.04695,-0.057055,0.876128,0.874172,-0.001956,0.067871,0.073093,0.005222,0.283727,0.277614,-0.006113,0.215145,0.228522,0.013377,0.002958,0.003142,0.000184,0.225298,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,2,dio_15gsl67,dio_0z8culu,dio_15gs,dio_0z8c,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.302393,-0.109067,0.084791,0.11533,0.030539,0.378533,0.284058,-0.094475,0.829888,0.833516,0.003628,0.076665,0.082072,0.005407,0.305372,0.29598,-0.009392,0.318623,0.31852,-0.000103,0.004381,0.00438,-1e-06,0.252612,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,3,dio_05k373k,dio_0av4745,dio_05k3,dio_0av4,0,0,LONG,SHORT,0,0.0,0.0,0.0,0.391782,0.419762,0.02798,0.290301,0.282467,-0.007834,0.473297,0.459325,-0.013972,0.798544,0.802726,0.004182,0.090655,0.088773,-0.001882,0.310297,0.309544,-0.000753,0.410145,0.395284,-0.014861,0.005639,0.005435,-0.000204,0.071668,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,2,4,dio_0fvj36m,dio_0xt48ym,dio_0fvj,dio_0xt4,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.117845,0.091692,0.992677,0.967003,-0.025674,0.366009,0.358506,-0.007503,0.728574,0.732546,0.003972,0.140855,0.139401,-0.001454,0.289585,0.289268,-0.000317,0.623258,0.611545,-0.011713,0.00857,0.008409,-0.000161,0.142486,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,5,dio_1aqjtv9,dio_05c558f,dio_1aqj,dio_05c5,0,0,LONG,LONG,1,0.0,1.0,1.0,0.019383,-0.007128,-0.026511,0.394573,0.998004,0.603431,0.33943,0.363486,0.024056,0.799866,0.728042,-0.071824,0.098069,0.141316,0.043247,0.297101,0.289267,-0.007834,0.41372,0.62525,0.21153,0.005689,0.008597,0.002908,1.991341,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,6,dio_04kxp8v,dio_0t5zs6v,dio_04kx,dio_0t5z,0,0,LONG,LONG,1,-1.0,0.0,1.0,-0.043626,-0.137216,-0.09359,-0.212215,0.36158,0.573795,0.145314,0.328031,0.182717,0.872885,0.804631,-0.068254,0.066457,0.096474,0.030017,0.287659,0.29649,0.008831,0.222222,0.399986,0.177764,0.001484,0.0055,0.004016,2.138984,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,7,dio_1bwys3u,dio_1gv7zpv,dio_1bwy,dio_1gv7,0,0,SHORT,LONG,0,0.0,-1.0,-1.0,-0.003998,-0.062522,-0.058524,0.39888,-0.217506,-0.616386,0.272701,0.187588,-0.085113,0.791137,0.867412,0.076275,0.106854,0.065866,-0.040988,0.289344,0.291422,0.002078,0.450861,0.233755,-0.217106,0.006199,0.002442,-0.003757,2.100227,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,2,8,dio_19mpp0p,dio_0jhl21k,dio_19mp,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,0.017723,0.120916,0.371106,0.395038,0.023932,0.397911,0.283567,-0.114344,0.791756,0.792545,0.000789,0.097341,0.105407,0.008066,0.302314,0.290608,-0.011706,0.433069,0.444902,0.011833,0.005955,0.006117,0.000162,0.291748,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,9,dio_1hs5sz6,dio_0azls62,dio_1hs5,dio_0azl,0,0,LONG,SHORT,0,-1.0,0.0,1.0,0.076494,-0.012087,-0.088581,-0.221418,0.396616,0.618034,0.197379,0.34155,0.144171,0.870071,0.793937,-0.076134,0.06395,0.100616,0.036666,0.292683,0.2967,0.004017,0.22284,0.432857,0.210017,0.003064,0.005952,0.002888,2.180508,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,23,2,10,dio_1xfw0oi,dio_1hs5sz6,dio_1xfw,dio_1hs5,0,0,LONG,LONG,1,0.0,-1.0,-1.0,0.101606,0.1648,0.063194,0.37155,-0.246144,-0.617694,0.25108,0.233038,-0.018042,0.805116,0.872062,0.066946,0.101875,0.060289,-0.041586,0.28862,0.296594,0.007974,0.408177,0.212045,-0.196132,0.005612,0.002916,-0.002696,2.014264,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,11,dio_0qymuz6,dio_1dlu5r5,dio_0qym,dio_1dlu,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,0.076584,0.455571,0.293884,0.378557,0.084673,0.319175,0.190039,-0.129136,0.827303,0.807615,-0.019688,0.086359,0.105199,0.01884,0.297992,0.282589,-0.015403,0.327778,0.407769,0.079991,0.004507,0.005607,0.0011,0.804402,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,12,dio_1noq62o,dio_1m86rcm,dio_1noq,dio_1m86,0,0,LONG,LONG,1,-1.0,0.0,1.0,-0.213477,-0.325397,-0.11192,-0.259774,0.308889,0.568663,0.170628,0.327018,0.15639,0.869575,0.822811,-0.046764,0.065802,0.087936,0.022134,0.289953,0.298318,0.008365,0.228409,0.341277,0.112868,0.003141,0.004693,0.001552,2.028656,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,13,dio_1ektc46,dio_08l0huy,dio_1ekt,dio_08l0,0,0,LONG,LONG,1,0.0,-1.0,-1.0,-0.118815,-0.218964,-0.100149,0.366732,-0.26131,-0.628042,0.262296,0.206187,-0.056109,0.799474,0.863968,0.064494,0.103574,0.065763,-0.037811,0.28921,0.293032,0.003822,0.425268,0.242222,-0.183046,0.005847,0.003331,-0.002516,2.075989,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,14,dio_067m4e4,dio_0687v5x,dio_067m,dio_0687,0,0,LONG,LONG,1,1.0,0.0,-1.0,0.328103,-0.136624,-0.464727,0.908131,0.361745,-0.546386,0.568802,0.337855,-0.230947,0.720434,0.791657,0.071223,0.12925,0.101622,-0.027628,0.309763,0.296183,-0.01358,0.624849,0.441201,-0.183648,0.008592,0.006067,-0.002525,2.540664,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,15,dio_1215ovx,dio_00hav64,dio_1215,dio_00ha,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.168471,-0.215487,0.892492,0.952828,0.060336,0.465623,0.49007,0.024447,0.738474,0.721175,-0.017299,0.128427,0.134944,0.006517,0.301009,0.301654,0.000645,0.579292,0.632012,0.05272,0.007965,0.00869,0.000725,0.378176,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,16,dio_1mrsgr3,dio_1qpi2c1,dio_1mrs,dio_1qpi,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.277501,0.068017,0.941344,0.9223,-0.019044,0.425898,0.350376,-0.075522,0.728918,0.745093,0.016175,0.13599,0.133978,-0.002012,0.295856,0.289783,-0.006073,0.615093,0.572091,-0.043002,0.008458,0.007866,-0.000592,0.230437,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,23,2,17,dio_1lnolaa,dio_12xngrd,dio_1lno,dio_12xn,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.200917,0.131443,0.980547,0.943743,-0.036804,0.432452,0.375396,-0.057056,0.721177,0.736837,0.01566,0.139344,0.136073,-0.003271,0.295624,0.291469,-0.004155,0.639168,0.595636,-0.043532,0.008789,0.00819,-0.000599,0.29252,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,24,1,0,dio_0x52rrz,dio_1jgc1dz,dio_0x52,dio_1jgc,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.043071,-0.027511,0.980237,0.98794,0.007703,0.083062,0.071491,-0.011571,0.768418,0.768097,-0.000321,0.142959,0.143999,0.00104,0.264821,0.263582,-0.001239,0.538898,0.541392,0.002494,0.0,0.0,0.0,0.051879,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,1,dio_1ull2yv,dio_1kg8sgl,dio_1ull,dio_1kg8,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.037849,-0.070521,-0.230344,-0.210598,0.019746,0.104005,0.062609,-0.041396,0.877293,0.87701,-0.000283,0.067273,0.070528,0.003255,0.283924,0.279621,-0.004303,0.215145,0.221239,0.006094,0.0,0.0,0.0,0.145598,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,2,dio_15gsl67,dio_14c1zmg,dio_15gs,dio_14c1,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.318116,-0.093344,0.084791,0.110927,0.026136,0.378533,0.329346,-0.049187,0.831613,0.831972,0.000359,0.075778,0.079355,0.003577,0.305665,0.300615,-0.00505,0.318623,0.323517,0.004894,0.0,0.0,0.0,0.182547,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,3,dio_05k373k,dio_1et38m3,dio_05k3,dio_1et3,0,0,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.331505,-0.060277,0.290301,0.307179,0.016878,0.473297,0.443269,-0.030028,0.80091,0.799096,-0.001814,0.08959,0.090407,0.000817,0.310696,0.307956,-0.00274,0.410145,0.412264,0.002119,0.0,0.0,0.0,0.114673,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,4,dio_0fvj36m,dio_1k1ohfp,dio_0fvj,dio_1k1o,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.028548,0.002395,0.992677,0.992007,-0.00067,0.366009,0.356286,-0.009723,0.731928,0.732526,0.000598,0.139106,0.139532,0.000426,0.290198,0.289261,-0.000937,0.623258,0.622549,-0.000709,0.0,0.0,0.0,0.015458,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,5,dio_1aqjtv9,dio_0p558sp,dio_1aqj,dio_0p55,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,-0.015496,-0.034879,0.394573,0.395661,0.001088,0.33943,0.349301,0.009871,0.802088,0.798207,-0.003881,0.096906,0.097951,0.001045,0.297515,0.298136,0.000621,0.41372,0.42535,0.01163,0.0,0.0,0.0,0.063015,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,6,dio_04kxp8v,dio_0nwm8wp,dio_04kx,dio_0nwm,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.043626,-0.061645,-0.018019,-0.212215,-0.217261,-0.005046,0.145314,0.129572,-0.015742,0.873472,0.877212,0.00374,0.066158,0.065569,-0.000589,0.287752,0.28652,-0.001232,0.222222,0.211885,-0.010337,0.0,0.0,0.0,0.054705,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,7,dio_1bwys3u,dio_0jhl21k,dio_1bwy,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,0.000615,0.004613,0.39888,0.399828,0.000948,0.272701,0.257227,-0.015474,0.793552,0.797113,0.003561,0.105582,0.1051,-0.000482,0.289809,0.288576,-0.001233,0.450861,0.441004,-0.009857,0.0,0.0,0.0,0.036168,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,8,dio_19mpp0p,dio_0kjneap,dio_19mp,dio_0kjn,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.039818,0.063375,0.371106,0.388851,0.017745,0.397911,0.341012,-0.056899,0.794075,0.796565,0.00249,0.096118,0.099232,0.003114,0.302761,0.297137,-0.005624,0.433069,0.431997,-0.001072,0.0,0.0,0.0,0.150319,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,9,dio_1hs5sz6,dio_0wvpras,dio_1hs5,dio_0wvp,0,0,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.087736,0.011242,-0.221418,-0.224566,-0.003148,0.197379,0.202775,0.005396,0.871281,0.871109,-0.000172,0.063332,0.062995,-0.000337,0.292881,0.293426,0.000545,0.22284,0.222746,-9.4e-05,0.0,0.0,0.0,0.020934,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.108375,0.006769,0.37155,0.369655,-0.001895,0.25108,0.244702,-0.006378,0.807312,0.808546,0.001234,0.100729,0.100617,-0.000112,0.289021,0.288495,-0.000526,0.408177,0.404924,-0.003253,0.0,0.0,0.0,0.020167,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,11,dio_0qymuz6,dio_0doc5y3,dio_0qym,dio_0doc,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.316093,0.062894,0.293884,0.311494,0.01761,0.319175,0.309094,-0.010081,0.829067,0.826286,-0.002781,0.085439,0.087552,0.002113,0.298314,0.296971,-0.001343,0.327778,0.338133,0.010355,0.0,0.0,0.0,0.107177,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,12,dio_1noq62o,dio_0brcrfd,dio_1noq,dio_0brc,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.202189,0.011288,-0.259774,-0.256613,0.003161,0.170628,0.175732,0.005104,0.87081,0.868605,-0.002205,0.065165,0.065814,0.000649,0.290166,0.290466,0.0003,0.228409,0.235045,0.006636,0.0,0.0,0.0,0.029343,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,1,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.127435,-0.00862,0.366732,0.364318,-0.002414,0.262296,0.284844,0.022548,0.801762,0.799511,-0.002251,0.102381,0.101752,-0.000629,0.289629,0.291721,0.002092,0.425268,0.429848,0.00458,0.0,0.0,0.0,0.043134,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,24,1,14,dio_067m4e4,dio_0td9jnp,dio_067m,dio_0td9,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.203751,-0.124352,0.908131,0.94295,0.034819,0.568802,0.493543,-0.075259,0.723796,0.723436,-0.00036,0.127496,0.133354,0.005858,0.310378,0.30254,-0.007838,0.624849,0.635478,0.010629,0.0,0.0,0.0,0.259115,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,15,dio_1215ovx,dio_13p1iot,dio_1215,dio_13p1,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.287759,-0.096199,0.892492,0.919427,0.026935,0.465623,0.391435,-0.074188,0.741591,0.744534,0.002943,0.126802,0.131032,0.00423,0.301579,0.294202,-0.007377,0.579292,0.578869,-0.000423,0.0,0.0,0.0,0.212295,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,1,16,dio_1mrsgr3,dio_11ex1jn,dio_1mrs,dio_11ex,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.161891,-0.047593,0.941344,0.954671,0.013327,0.425898,0.371072,-0.054826,0.732228,0.736329,0.004101,0.134264,0.136471,0.002207,0.296462,0.291215,-0.005247,0.615093,0.608442,-0.006651,0.0,0.0,0.0,0.133952,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
