family,family_count,strongest_action_trace,reflection_map_states,timeline_state,current_seen_count,current_executed_count,current_observed_potential_count,current_held_pressure_count,current_reward_sum,current_best_reward_sum,current_actions,current_states,last_run,last_tick,timeline,stored_passive_sentence,timeline_passive_sentence,cortex_sentence
dio_14i8,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14i8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14i8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14jl,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14jl: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_14jl: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14ku,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14ku: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14ku: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14mj,12,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14mj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14mj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14wi,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14wi: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14wi: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_14zx,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_14zx: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_14zx: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_151h,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_151h: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_151h: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1527,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1527: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1527: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15a2,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15a2: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_15a2: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15bt,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15bt: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_15bt: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15fd,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15fd: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_15fd: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15ms,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15ms: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_15ms: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15or,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15or: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_15or: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15r2,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15r2: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_15r2: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15r8,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15r8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_15r8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_15th,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_15th: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_15th: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_16kb,12,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_16kb: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_16kb: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_16yf,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_16yf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_16yf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_179o,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_179o: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_179o: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_17tf,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_17tf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_17tf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_185j,6,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_185j: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_185j: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18fu,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18fu: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_18fu: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18iw,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18iw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_18iw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18j3,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18j3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_18j3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18je,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18je: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_18je: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18jg,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18jg: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_18jg: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_18wf,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_18wf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_18wf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1916,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1916: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1916: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1985,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1985: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1985: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_199c,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_199c: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_199c: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_19i4,5,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_19i4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_19i4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_19p6,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_19p6: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_19p6: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_19qg,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_19qg: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_19qg: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1alf,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1alf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1alf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1amw,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1amw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1amw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1at7,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1at7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1at7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ax9,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ax9: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1ax9: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ayy,17,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ayy: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1ayy: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1bkh,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1bkh: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1bkh: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1bzs,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1bzs: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1bzs: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1c48,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1c48: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1c48: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ce7,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ce7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1ce7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1cey,5,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1cey: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1cey: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1cpq,7,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1cpq: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1cpq: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1d1z,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1d1z: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1d1z: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1d3r,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1d3r: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1d3r: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1d6j,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1d6j: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1d6j: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1dmh,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1dmh: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1dmh: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1e6y,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1e6y: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1e6y: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1erd,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1erd: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1erd: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1et3,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1et3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1et3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1f9y,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1f9y: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1f9y: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1fcl,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1fcl: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1fcl: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1fqy,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1fqy: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1fqy: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1g18,8,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1g18: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1g18: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1gj1,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1gj1: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1gj1: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1gp1,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1gp1: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1gp1: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1guc,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1guc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1guc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1gz3,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1gz3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1gz3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1gzm,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1gzm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1gzm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1h37,7,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1h37: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_1h37: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1h5i,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1h5i: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1h5i: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1h5y,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1h5y: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1h5y: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hcy,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hcy: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1hcy: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hhw,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hhw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1hhw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hjj,5,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hjj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1hjj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hjm,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hjm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1hjm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hkr,11,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hkr: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1hkr: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1hzf,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1hzf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1hzf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1i0f,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1i0f: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1i0f: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ieq,6,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ieq: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1ieq: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ioc,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ioc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1ioc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1iuo,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1iuo: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1iuo: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1iuq,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1iuq: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1iuq: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1iwb,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1iwb: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1iwb: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1iwu,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1iwu: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1iwu: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1j0n,1,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1j0n: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1j0n: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1j78,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1j78: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1j78: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1jn5,5,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1jn5: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1jn5: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1jtc,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1jtc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1jtc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1k0r,5,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1k0r: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1k0r: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1k0x,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1k0x: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1k0x: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1k8m,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1k8m: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1k8m: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1kfx,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1kfx: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1kfx: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1kqv,20,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1kqv: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1kqv: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1l2h,10,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1l2h: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1l2h: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1l8g,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1l8g: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1l8g: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1lam,13,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1lam: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1lam: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ll4,4,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ll4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_1ll4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1lwc,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1lwc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1lwc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1lz7,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1lz7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1lz7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
